SPECIES_PK,LL_SPECIES,GENUS,SPECIES,SCIENTIFIC_NAME,COMMON_NAME,LOCAL_NAME,FAMILY,ABBREVIATION,FUS_CODE,FACTOR_A,FACTOR_B,NUM_SAMPLES,MAX_LEN,MIN_LEN,MAX_PRLB_IMPORT,MIN_PRLB_IMPORT,MAX_PRLB_DOMESTIC,MIN_PRLB_DOMESTIC,MAX_LB_FISH,MIN_LB_FISH,AVG_LB_FISH,MAX_CAUGHT_1000HOOKS,ENTRY_NAME,REMARKS,SYS_CREATE_TIME,SYS_MODIFY_TIME,LOAD_TABLE,LOAD_DATETIME,LOAD_USER
201,0,Anyperodon,"Slender grouper",leucogrammicus,"Slender grouper",NULL,Serranidae,NULL,1410,18.683,3.121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Slender",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
202,0,Cephalopholis,"Golden hind",aurantia,"Golden hind","Gatala sega",Serranidae,NULL,1410,19.354,3.237,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Hind, golden",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
203,0,Cephalopholis,"Garish hind",igarashiensis,"Garish hind","Gatala sama (Ybanded)",Serranidae,NULL,1410,17.878,3.007,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Ybanded",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
204,0,Cephalopholis,"Six-blotch/banded hind",sexmaculata,"Six-blotch/banded hind","Gatala mumu (6-Banded)",Serranidae,NULL,1410,17.878,3.007,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Six-Banded",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
205,0,Cephalopholis,"Strawberry hind",spiloparaea,"Strawberry hind","Gatala (Pygmy)",Serranidae,NULL,1410,18.916,3.175,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Pygmy (Strawberry",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
206,0,Epinephelus,"Giant grouper",lanceolatus,"Giant grouper","Ataata uli (Giant)",Serranidae,NULL,1410,18.119,3.032,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Giant",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
207,0,Epinephelus,"Longspine grouper",longispinnis,"Longspine grouper","Gatala puleena",Serranidae,NULL,1410,18.683,3.121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Longspine",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
208,0,Epinephelus,"One-bloch grouper",melanostigma,"One-bloch grouper","Gatala puletasi",Serranidae,NULL,1410,16.560,2.741,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, One-bloch",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
209,0,Epinephelus,"Honeycomb grouper",merra,"Honeycomb grouper","Gatala aloalo",Serranidae,NULL,1410,18.563,3.090,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Honeycomb",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
210,0,Epinephelus,Groupers,spp.,Groupers,Gatala,Serranidae,NULL,1410,18.683,3.121,0,0.00,0.00,2.95,2.01,2.78,1.90,16.90,0.17,1.67,0.00,Groupers,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
211,0,Hyporthodus,"Eightbar grouper",octofasciatus,"Eightbar grouper","Ataata uli (Eightbar)",Serranidae,NULL,1410,18.119,3.032,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Eightbar",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
212,0,Epinephelus,"Greasy grouper",tauvina,"Greasy grouper","Gatala tane",Serranidae,NULL,1410,18.739,3.123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Greasy",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
213,0,Cephalopholis,"Peacock hind",argus,"Peacock hind","Gatala uli",Serranidae,NULL,1410,17.773,2.972,0,0.00,0.00,0.00,0.00,0.00,0.00,16.49,0.00,1.34,0.00,"Grouper, Peacock",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
214,0,Cephalopholis,"Flagtail grouper",urodeta,"Flagtail grouper","Mataele (Flagtail Grouper)",Serranidae,NULL,1410,18.220,3.050,0,0.00,0.00,0.00,0.00,0.00,0.00,4.10,0.08,0.30,0.00,"Grouper, Flagtail",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
215,0,Cephalopholis,"Tomato hind/grouper",sonnerati,"Tomato hind/grouper",Velo,Serranidae,NULL,1410,18.071,3.039,0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.15,0.35,0.00,"Grouper, Tomato",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
216,0,Plectropomus,"Squaretail coral grouper",areolatus,"Squaretail coral grouper","Ataata utu (Grouper)",Serranidae,NULL,1410,18.266,3.062,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Squaretail, Coral",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
217,0,Plectropomus,"Saddleback grouper",laevi,"Saddleback grouper",NULL,Serranidae,NULL,1410,18.768,3.137,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Saddleback",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
218,0,Plectropomus,"Leopard coralgrouper",leopardus,"Leopard coralgrouper","Ataata utu (Grouper)",Serranidae,NULL,1410,18.768,3.137,0,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,"Grouper, Coral, Leopard",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
219,0,Saloptia,"Powell's grouper",powelli,"Powell's grouper",NULL,Serranidae,NULL,1410,17.878,3.007,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Powell's",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
220,0,Variola,"White-edged lyretail",albimarginata,"White-edged lyretail","Velo, Papa",Serranidae,NULL,1410,17.642,2.951,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Lyretail, white-edged",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
221,0,Epinephelus,"Blacktip grouper",fasciatus,"Blacktip grouper",Fausi,Serranidae,NULL,1410,16.847,2.792,0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.17,0.38,0.00,"Grouper, Blacktip",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
222,0,Epinephelus,"Yellowspot grouper",timorensis,"Yellowspot grouper","Gatala pulesama",Serranidae,NULL,1410,18.683,3.121,0,0.00,0.00,0.00,0.00,0.00,0.00,8.96,0.17,1.22,0.00,"Grouper, Yellowspot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
223,0,Epinephelus,"Striped grouper",morrhua,"Striped grouper","Ataata tusitusi",Serranidae,NULL,1410,18.683,3.121,0,0.00,0.00,0.00,0.00,0.00,0.00,4.47,0.02,0.32,0.00,"Grouper, Striped",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
224,0,Epinephelus,"Hexagon grouper",hexagonatus,"Hexagon grouper","Gatala aau",Serranidae,NULL,1410,18.563,3.090,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Grouper, Hexagon",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
226,0,Epinephelus,"Spotted grouper",maculatus,"Spotted grouper","Gatala puleuli",Serranidae,NULL,1410,18.119,3.032,0,0.00,0.00,0.00,0.00,0.00,0.00,9.26,0.19,1.34,0.00,"Grouper, Spotted",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
227,0,Epinephelus,"Smalltooth grouper",microdon,"Smalltooth grouper","Ataata nifolii",Serranidae,NULL,1410,18.683,3.121,0,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.19,0.24,0.00,"Grouper, Smalltooth",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
228,0,Epinephelus,"Netfin grouper",miliaris,"Netfin grouper","Ataata uli (Netfin)",Serranidae,NULL,1410,18.683,3.121,0,0.00,0.00,0.00,0.00,0.00,0.00,295.41,0.18,7.32,0.00,"Grouper, Netfin",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
229,0,Variola,"Yellow-edged lyretail",louti,"Yellow-edged lyretail","Apapa, Papa, Papa tuauli, Velo",Serranidae,NULL,1410,17.543,2.934,0,0.00,0.00,0.00,0.00,0.00,0.00,8.20,0.12,0.59,0.00,"Lyretail, Yellow-edged",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
230,0,Multi-genera,"Deep water snappers",Multi-species,"Deep water snappers","Palu (Deep Water)",Lutjanidae,NULL,3768,18.740,3.152,0,0.00,0.00,0.00,0.00,3.50,2.00,6.14,0.38,1.52,0.00,"Snappers, Deep Water assrd",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
231,0,Lutjanus,"Blue lined snapper",kasmira,"Blue lined snapper",Savane,Lutjanidae,NULL,3768,17.994,3.037,0,0.00,0.00,0.00,0.00,0.00,0.00,2.43,0.09,0.53,0.00,"Snapper, Blue Lined",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
232,0,Lutjanus,"Yellow-lined/Rufous snappe",rufolineatus,"Yellow-lined/Rufous snappe","Savane boutton",Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,4.80,0.17,0.42,0.00,"Snapper, Rufous/Yellow-ln",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
233,0,Lutjanus,"Blacktail/Yellow margin sn",fulvus,"Blacktail/Yellow margin sn",Tamala,Lutjanidae,NULL,3768,17.017,2.842,0,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.27,0.31,0.00,"Snapper, Yellow Marg/Blktl",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
234,0,Lutjanus,"Onespot snapper",monostigma,"Onespot snapper","Taiva, Kaiva",Lutjanidae,NULL,3768,17.423,2.904,0,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.08,0.89,0.00,"Snapper, Onespot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
235,0,Lutjanus,"Twinspot/red snapper",bohar,"Twinspot/red snapper","Mu, Mumea",Lutjanidae,NULL,3768,18.103,3.050,0,0.00,0.00,0.00,0.00,5.08,1.82,14.77,0.74,3.30,0.00,"Snapper, Twinspot/red",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
236,0,Lutjanus,"Humpback snapper",gibbus,"Humpback snapper",Malai,Lutjanidae,NULL,3768,17.116,2.897,151,0.00,20.00,0.00,0.00,3.25,1.03,6.80,0.39,1.83,0.00,"Snapper, Humpback",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
237,0,Lutjanus,"Humphead snapper",sanguineus,"Humphead snapper","Malai paepae (Blood)",Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Snapper, Blood, Humphead",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
238,0,Aphareus,"Brown jobfish",furca,"Brown jobfish","Palu aloalo",Lutjanidae,NULL,3769,16.957,2.832,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Jobfish, Brown",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
239,0,Aprion,"Gray jobfish",virescens,"Gray jobfish",Asoama,Lutjanidae,NULL,3769,17.629,2.939,0,0.00,0.00,0.00,0.00,0.00,0.00,22.00,1.74,5.15,0.00,"Jobfish, Gray",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
240,0,Pristipomoides,Pristipomoides/Etelis,"Etelis spp.",Pristipomoides/Etelis,"Palu (Pristipomoides)",Lutjanidae,NULL,3768,0.000,0.000,0,0.00,0.00,0.00,0.00,4.35,1.56,85.69,0.09,2.83,0.00,Pristipomoides/Etelis,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
241,0,Pristipomoides,"Yelloweye snapper",flavipinnis,"Yelloweye snapper","Palu sina (Yelloweye Snapper)",Lutjanidae,NULL,3768,16.935,2.848,0,0.00,0.00,0.00,0.00,0.00,0.00,24.25,0.07,1.32,0.00,"Snapper, Yellow",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
242,0,Pristipomoides,"Pink snapper /Crimson jobf",filamentosus,"Pink snapper /Crimson jobf","Palu enaena, Palu sina (Opakapaka)",Lutjanidae,NULL,3768,16.935,2.848,0,0.00,0.00,0.00,0.00,0.00,0.00,9.66,0.06,0.74,0.00,"Snapper, pink (opakapaka)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
243,0,Pristipomoides,"Yelloweye opakapaka",rutilans,"Yelloweye opakapaka","Palu sina (Yelloweye Opakapaka)",Lutjanidae,NULL,3768,17.956,3.013,0,0.00,0.00,0.00,0.00,0.00,0.00,38.79,0.42,4.03,0.00,"Opakapaka, Yelloweye",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
244,0,Pristipomoides,"Blue lined gindai",argyrogrammicus,"Blue lined gindai","Palu tusimoana",Lutjanidae,NULL,3768,18.295,3.110,0,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.06,0.25,0.00,"Gindai, Blue Lined",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
245,0,Pristipomoides,"Flower snapper (gindai)",zonatus,"Flower snapper (gindai)","Palu sega",Lutjanidae,NULL,3768,18.295,3.110,0,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.16,0.48,0.00,"Snapper, Flower (Gindai)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
246,0,Pristipomoides,"Goldflag jobfish",auricilla,"Goldflag jobfish","Palui iusama,  Palu ave",Lutjanidae,NULL,3768,18.154,3.064,0,0.00,0.00,0.00,0.00,0.00,0.00,21.71,0.15,1.79,0.00,"Jobfish, Goldflag",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
247,0,Aphareus,"Silverjaw jobfish (lehi)",rutilans,"Silverjaw jobfish (lehi)","Palu gutusiliva, Palu makomako",Lutjanidae,NULL,3768,18.197,3.007,0,0.00,0.00,0.00,0.00,0.00,0.00,19.54,0.30,2.40,0.00,"Jobfish, Silverjaw (Lehi)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
248,0,Etelis,"Longtail snapper (onaga)",coruscans,"Longtail snapper (onaga)","Palu loa, Palu atu, Palu malau",Lutjanidae,NULL,3768,18.002,3.018,0,0.00,0.00,0.00,0.00,6.77,1.59,28.14,1.42,5.70,0.00,"Snapper, Longtail (Onaga)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
249,0,Etelis,"Ruby snapper (ehu)",carbunculus,"Ruby snapper (ehu)","Palu malau",Lutjanidae,NULL,3768,17.014,2.858,0,0.00,0.00,0.00,0.00,4.47,1.60,36.95,0.79,6.31,0.00,"Snapper, Ruby (Ehu)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
250,0,Pristipomoides,"Multidens snapper",multidens,"Multidens snapper","Palu sina ugatele",Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Snapper, Multidens",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
251,0,Macolor,"Black snapper",niger,"Black snapper",Matalaoa,Lutjanidae,NULL,3768,17.814,3.010,0,0.00,0.00,0.00,0.00,2.90,1.04,9.00,1.70,3.91,0.00,"Snapper, Black",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
252,0,Paracaesio,"Stone's snapper",stonei,"Stone's snapper","Palu mutu",Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,18.43,0.57,3.24,0.00,"Snapper, Stone's",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
253,0,Paracaesio,"Kusakar's snapper",kusakarii,"Kusakar's snapper","Palu tuauli",Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,6.33,2.62,4.07,0.00,"Snapper, Kusakar's",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
254,0,Monotaxis,"Bigeye bream",grandoculis,"Bigeye bream","Mu matavaivai",Lethrinidae,NULL,2070,17.006,2.885,0,0.00,0.00,0.00,0.00,0.00,0.00,10.60,1.54,4.05,0.00,"Bream, Bigeye",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
255,0,Gnathodentex,"Goldenline bream",aureolineatus,"Goldenline bream","Mumu (Bream)",Lethrinidae,NULL,2070,20.073,3.438,0,0.00,0.00,0.00,0.00,0.00,0.00,3.16,2.11,2.58,0.00,"Bream, Goldenline",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
256,0,Etelis,"Scarlet snapper",radiosus,"Scarlet snapper",NULL,Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Snapper, Scarlet",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
257,0,Lutjanus,"Timor snapper",timorensis,"Timor snapper","Malai paepae (Timor)",Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Snapper, Timor",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
260,0,Multi-genera,Emperors,Multi-species,Emperors,"Filoa (Emperors)",Lethrinidae,NULL,2070,18.404,3.102,0,0.00,0.00,3.00,0.94,3.25,1.01,5.97,0.38,1.50,0.00,Emperors,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
261,0,Lethrinus,"Longnose emperor",elongatus,"Longnose emperor","Filoa vaa",Lethrinidae,NULL,2070,18.800,3.177,0,0.00,0.00,0.00,0.00,0.00,0.00,9.88,0.59,2.42,0.00,"Emperor, Longnose",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
262,0,Lethrinus,"Ambon emperor",amboinensis,"Ambon emperor","Filoa gutumumu",Lethrinidae,NULL,2070,17.615,2.966,0,0.00,0.00,0.00,0.00,0.00,0.00,8.30,0.62,2.28,0.00,"Emperor, Ambon",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
263,0,Gymnocranius,"Blueline bream",grandoculis,"Blueline bream","Filoa gutupuu",Lethrinidae,NULL,2070,17.709,2.996,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bream, Blueline",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
264,0,Gnathodentex,"Yellowspot emperor",aurolineatus,"Yellowspot emperor",Pagea,Lethrinidae,NULL,2070,19.776,3.393,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Emperor, Yellowspot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
266,0,Lethrinus,"Orangespot emperor",erythracanthus,"Orangespot emperor","Filoa apamumu",Lethrinidae,NULL,2070,19.098,3.246,0,0.00,0.00,0.00,0.00,0.00,0.00,10.43,0.22,1.52,0.00,"Emperor, Orangespot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
267,0,Lethrinus,"Redgill emperor",rubrioperculatus,"Redgill emperor","Filoa paoomumu. filoa ulutele",Lethrinidae,NULL,2070,18.590,3.134,0,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.44,1.46,0.00,"Emperor, Redgill",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
291,35,Promethichthys,"Snake mackerel",prometheus,"Snake mackerel","Palu kamuro (Snake Mack)",Gempylidae,NULL,2504,24.489,3.839,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Mackerel, Snake",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
292,20,Ruvettus,Oilfish,"pretiosus, marleyi",Oilfish,"Palu talatal",Gempylidae,GEP,2502,24.489,3.839,0,0.00,0.00,0.00,0.00,2.18,0.50,78.22,2.52,18.93,3.00,Oilfish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
293,21,Tarachtichthys,Pomfret,steindachneri,Pomfret,"Manifi moana",Bramidae,TST,2710,40.366,6.386,0,0.00,0.00,0.00,0.00,0.00,0.00,24.01,2.47,8.80,2.00,Pomfret,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
300,0,Multi-genera,"Reef fishes (unknown)",Multi-species,"Reef fishes (unknown)",NULL,Multi-family,NULL,5261,0.000,0.000,0,0.00,0.00,3.00,1.22,3.05,1.00,7.06,0.22,1.24,0.00,"Reef fishes (unknown)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
303,0,Kyphosus,"Rudderfish (cinerascens)",cinerascens,"Rudderfish (cinerascens)","Mata mutu",Kyphosidae,NULL,2990,17.385,2.956,0,0.00,0.00,0.00,0.00,2.90,1.04,6.57,0.63,2.03,0.00,"Rudderfish (cinerascens)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
305,0,Multi-genera,Flounders,Multi-species,Flounders,Ali,Pleuronectiformes,NULL,1295,18.144,2.987,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Flounders,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
310,0,Siganus,Rabbitfishes,spp.,Rabbitfishes,Lo,Siganidae,NULL,5261,18.574,3.154,0,0.00,0.00,0.00,0.00,2.83,1.01,2.58,0.37,0.98,0.00,Rabbitfishes,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
311,0,Siganus,"Scribbled rabbitfish",spinus,"Scribbled rabbitfish",Paulu,Siganidae,NULL,5261,18.927,3.229,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Rabbitfish, Scribbled",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
315,0,Multi-genera,Cardinalfish,Multi-species,Cardinalfish,Fo,Apogonidae,NULL,5261,16.294,2.685,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Cardinalfish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
318,0,Abudefduf,"Sergeant major",spp.,"Sergeant major","Mutu, Muku",Pomacentridae,NULL,5261,17.500,3.000,0,0.00,0.00,0.00,0.00,0.00,0.00,16.11,0.50,2.84,0.00,"Sergeant major",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
319,0,Amplycirrhitus,"Two spotted hawkfish",bimacula,"Two spotted hawkfish",Lao,Cirrhitidae,NULL,5261,16.638,2.803,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Hawkfish, Two Spotted",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
320,0,Acanthurus,Surgeonfishes/tangs,spp.,Surgeonfishes/tangs,NULL,Acanthuridae,NULL,4265,17.695,3.028,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Surgeonfishes/tangs (asstd",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
321,0,Acanthurus,"Blue-banded surgeonfish",lineatus,"Blue-banded surgeonfish",Alogo,Acanthuridae,NULL,4265,17.042,2.925,0,0.00,0.00,3.00,1.22,3.05,1.50,1.67,0.00,0.47,0.00,"Surgeonfish, Blue-Banded",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
322,0,Ctenochaetus,"Striped bristletooth",striatus,"Striped bristletooth",NULL,Acanthuridae,NULL,4265,18.058,3.103,0,0.00,0.00,0.00,0.00,3.05,1.00,2.27,0.00,0.49,0.00,"Bristletooth, Striped",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
323,0,Acanthurus,"Convict tang",triostegus,"Convict tang","Manini, Magigi",Acanthuridae,NULL,4265,17.240,2.964,0,0.00,0.00,0.00,0.00,2.18,0.78,1.67,0.00,0.00,0.00,"Tang, Convict",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
324,0,Acanthurus,"Yellowfin surgeonfish",xanthopterus,"Yellowfin surgeonfish",Palagi,Acanthuridae,NULL,4265,17.695,3.028,0,0.00,0.00,0.00,0.00,0.00,0.00,5.29,0.55,1.71,0.00,"Surgeonfish, Yellowfin",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
325,0,Acanthurus,"Whitespotted surgeonfish",guttatus,"Whitespotted surgeonfish","Maogo, Maono",Acanthuridae,NULL,4265,16.778,2.905,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Surgeonfish, Whitespotted",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
